SYMBOL,PREDECTION,MAX_GREEN,MAX_RED,SMA
TATACOFFEE,GREEN,1,4,122.43
TATACOMM,RED,3,2,675.92
TATAELXSI,RED,3,2,1455.09
TATAGLOBAL,GREEN,3,2,128.55
TATAINVEST,RED,1,4,579.17
TATAMETALI,RED,2,3,354.44
TATAMOTORS,RED,2,3,523.77
TATAMTRDVR,RED,2,3,329.56
TATAPOWER,RED,1,4,78.57
TATASPONGE,RED,2,3,619.82
TATASTEEL,RED,2,3,458.91
TBZ,GREEN,2,3,64.11
TCFSL,NEAUTRAL,0,0,950
TCI,GREEN,3,2,160.12
TCIDEVELOP,GREEN,4,0,280.3
TCIFINANCE,RED,1,4,23.7
TCS,RED,3,2,2274.54
TDPOWERSYS,RED,0,5,182.76
TEAMLEASE,RED,0,5,888.14
TECHM,GREEN,2,2,485.49
TECHNO,RED,0,5,342.31
TECHNOFAB,RED,1,4,182.5
TEXINFRA,RED,3,2,42.58
TEXMOPIPES,RED,1,4,22.15
TEXRAIL,RED,0,5,110.44
TFCILTD,GREEN,3,2,59.16
TGBHOTELS,RED,1,4,63.26
THANGAMAYL,RED,2,3,190.8
THEMISMED,RED,2,2,600.4
THERMAX,RED,1,4,836.89
THIRUSUGAR,GREEN,3,2,68.46
THOMASCOOK,GREEN,4,1,195.85
TI,GREEN,3,2,14.97
TIDEWATER,RED,1,4,6024.28
TIIL,RED,3,2,397.91
TIJARIA,GREEN,2,2,6.39
TIL,RED,3,2,280.49
TIMETECHNO,RED,3,2,90.84
TIMKEN,RED,2,3,636.4
TINPLATE,RED,1,4,82.22
TIPSINDLTD,GREEN,3,2,62.75
TIRUMALCHM,RED,2,3,745.56
TITAN,RED,3,2,364.17
TNPETRO,RED,1,4,28.18
TNPL,RED,2,3,349.11
TNTELE,NEAUTRAL,0,2,1.6
TOKYOPLAST,RED,1,4,109.86
TORNTPHARM,GREEN,2,3,1322.12
TORNTPOWER,RED,2,3,188.37
TREEHOUSE,RED,2,2,23.74
TRENT,GREEN,1,4,212.27
TRF,RED,1,4,211.33
TRICOM,NEAUTRAL,0,2,1.23
TRIDENT,GREEN,3,2,65.75
TRIGYN,NEAUTRAL,1,3,112.72
TRIL,GREEN,4,1,398.84
TRITURBINE,RED,2,3,115.38
TRIVENI,RED,1,4,70
TTKHLTCARE,RED,1,4,884.75
TTKPRESTIG,GREEN,3,2,5777.63
TTL,RED,1,4,47.22
TTML,NEAUTRAL,0,3,6.04
TUBEINVEST,RED,0,5,574.93
TULSI,RED,2,2,4.04
TV18BRDCST,RED,1,3,37.34
TVSELECT,RED,1,4,196.22
TVSMOTOR,RED,3,2,383.63
TVSSRICHAK,RED,1,4,3237.15
TVTODAY,RED,4,1,269.77
TWL,RED,1,4,126.25
UBHOLDINGS,RED,2,3,40.9
UBL,GREEN,2,3,818.72
UCALFUEL,GREEN,2,3,188.95
UCOBANK,RED,1,4,34.06
UFLEX,RED,1,4,278.52
UFO,RED,1,4,411.82
UGARSUGAR,GREEN,2,3,34.98
UJAAS,RED,2,3,44.18
ULTRACEMCO,RED,3,2,3400.65
UMANGDAIRY,GREEN,2,3,79.3
UNICHEMLAB,GREEN,1,3,273.99
UNIENTER,RED,3,2,75.01
UNIONBANK,GREEN,3,2,138.79
UNIPLY,GREEN,3,2,219.02
UNITECH,RED,3,1,4.53
UNITEDBNK,GREEN,2,2,20.99
UNITEDTEA,RED,2,3,319.23
UNITY,RED,0,3,8.55
UNIVCABLES,RED,3,2,97.12
UPERGANGES,RED,2,3,374.07
UPL,NEAUTRAL,7,3,739.84
USHAMART,RED,2,3,20.92
USHERAGRO,RED,3,1,12.87
UTINIFTETF,NEAUTRAL,1,1,859.15
UTTAMSTL,RED,0,4,31.19
UTTAMSUGAR,GREEN,3,2,75.48
V2RETAIL,RED,2,3,140.95
VADILALIND,RED,2,3,521.61
VAIBHAVGBL,RED,2,2,301.97
VAKRANGEE,GREEN,4,1,293.84
VALECHAENG,GREEN,1,0,4.99
VALUEIND,GREEN,2,1,12.81
VARDHACRLC,GREEN,2,3,47.12
VARDMNPOLY,RED,2,3,78.51
VASCONEQ,GREEN,2,3,33.68
VASWANI,RED,4,1,10.34
VEDL,RED,3,2,241.48
VENKEYS,RED,3,2,490.91
VENUSREM,RED,2,3,103.07
VESUVIUS,GREEN,3,2,1154.87
VETO,RED,2,3,137.26
VGUARD,RED,2,3,167.26
VHL,GREEN,3,2,1911.24
VICEROY,GREEN,1,2,20.21
VIDEOIND,RED,0,5,104.15
VIDHIDYE,NEAUTRAL,2,0,54.56
VIJAYABANK,RED,1,4,51.96
VIJSHAN,RED,0,5,14.05
VIKASECO,RED,4,1,16.74
VIMALOIL,RED,3,2,40.54
VIMTALABS,GREEN,1,4,108.68
VINATIORGA,GREEN,2,3,695
VINDHYATEL,RED,2,3,652.26
VINYLINDIA,GREEN,2,3,67.06
VIPIND,RED,2,3,124.75
VIPULLTD,GREEN,2,3,85.16
VISAKAIND,RED,1,4,205.17
VISASTEEL,GREEN,2,3,19.93
VISESHINFO,NEAUTRAL,2,0,0.16
VISHNU,GREEN,3,2,301.19
VIVIDHA,RED,2,2,2.05
VIVIMEDLAB,GREEN,1,4,99.32
VLSFINANCE,RED,2,2,55.83
VMART,GREEN,3,2,476.73
VOLTAMP,RED,3,2,958.4
VOLTAS,GREEN,3,2,347.07
VRLLOG,RED,2,3,288.38
VSSL,GREEN,3,2,102.3
VSTIND,GREEN,3,2,2454.05
VSTTILLERS,RED,2,3,1829.73
VTL,RED,2,3,1120.17
WABAG,RED,1,4,494.13
WABCOINDIA,RED,2,3,5198.64
WALCHANNAG,RED,1,4,156.59
WANBURY,GREEN,2,2,63.82
WEALTH,NEAUTRAL,0,0,10.2
WEBELSOLAR,RED,4,1,52.73
WEIZFOREX,RED,4,1,215.71
WEIZMANIND,GREEN,3,1,30.24
WELCORP,RED,2,3,81.72
WELENT,RED,1,4,60.81
WELINV,GREEN,2,3,81.16
WELSPUNIND,RED,2,3,73.13
WENDT,GREEN,3,2,1800.74
WHEELS,GREEN,3,2,1235.9
WHIRLPOOL,RED,2,3,918.61
WILLAMAGOR,GREEN,4,1,57.01
WINDMACHIN,RED,2,3,46.18
WINSOME,RED,0,4,1.98
WIPRO,RED,1,4,482.75
WOCKPHARMA,GREEN,2,3,688.76
WONDERLA,RED,1,4,352.72
WSTCSTPAPR,RED,4,1,139.92
XCHANGING,RED,0,5,54.03
XLENERGY,NEAUTRAL,3,0,3.25
XPROINDIA,RED,2,3,48.16
YESBANK,RED,3,2,1332.81
ZANDUREALT,RED,3,2,1275.92
ZEEL,GREEN,4,3,489.54
ZEELEARN,RED,2,3,45.97
ZEEMEDIA,RED,0,5,39.22
ZENITHBIR,NEAUTRAL,1,0,0.75
ZENSARTECH,RED,1,4,911.01
ZENTEC,GREEN,3,1,77.78
ZICOM,GREEN,3,2,45.21
ZODIACLOTH,RED,1,4,185.51
ZODJRDMKJ,GREEN,2,1,22.61
ZUARI,GREEN,4,1,279.31
ZUARIGLOB,GREEN,3,2,115.66
ZYDUSWELL,RED,2,3,854.62
ZYLOG,GREEN,4,1,5.16
