SYMBOL,PREDECTION,MAX_GREEN,MAX_RED,SMA
VIVIMEDLAB,RED,2,8,112.93
VLSFINANCE,RED,1,9,90.06
VSSL,RED,0,10,165.27
WANBURY,GREEN,3,4,38.9
WEBELSOLAR,GREEN,5,5,107.57
WEIZMANIND,RED,3,2,70.25
WELCORP,RED,3,7,129.91
WELENT,GREEN,5,5,154.71
WELINV,GREEN,4,3,155.43
WELSPUNIND,RED,4,6,68.31
WILLAMAGOR,GREEN,4,6,91.41
WINDMACHIN,RED,3,7,92.05
XCHANGING,RED,4,5,60.06
XPROINDIA,RED,2,8,50.26
ZEEL,GREEN,2,1,5
ZEELEARN,RED,5,5,43.48
ZEEMEDIA,RED,1,9,42.08
ZENTEC,RED,6,4,114.92
ZICOM,RED,2,8,21.43
ZODJRDMKJ,GREEN,3,7,43.2
